番号,百景,ポイント,説明,緯度,経度,写真,画像URL1,画像URL2,画像URL3,画像URL4,画像URL5
54_4,1500年の伝統　越前和紙の里,秋葉山から眺めた大滝の家並み,越前市の五箇(ごか)地区は、瓦屋根の伝統的民家が集積し、背後の山並みと調和した緑豊かな集落景観を形成しています。五箇地区は、和紙の伝統工芸が発達し、日本一の手漉き技術を誇ると言われ、和紙の里とも呼ばれています。越前和紙は、日本最初の紙幣とされる「福井藩札」に使われました。また、明治新政府が発行した「太政官札」にもその品質の高さから越前和紙が採用されました。,35.909561,136.249847,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/544.jpg,,,,
55_1,小次郎と長寿の水の伝説　水間谷,柳の滝,剣豪佐々木小次郎は越前市今立地区の水間谷で生まれたと伝えられています。水間川の支流、岩窟谷（がんくつだに）川沿いを権現山(標高565m)へ登っていく途中にある柳の滝は、大小5つの滝で成り立っており、伝説によると、小次郎がこの滝で「ツバメ返し」の秘剣を編み出したと言われ、その大瀑布は見るものを圧倒します。,35.914871,136.293045,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/551_1.jpg,https://info.pref.fukui.lg.jp/opendata/hyakkei/551_2.jpg,https://info.pref.fukui.lg.jp/opendata/hyakkei/551_3.jpg,https://info.pref.fukui.lg.jp/opendata/hyakkei/551_4.jpg,https://info.pref.fukui.lg.jp/opendata/hyakkei/551_5.jpg
55_2,小次郎と長寿の水の伝説　水間谷,小次郎公園,剣豪佐々木小次郎は越前市今立地区の水間谷で生まれたと伝えられています。水間川の支流、岩窟谷（がんくつだに）川沿いを権現山(標高565m)へ登っていく途中にある柳の滝は、大小5つの滝で成り立っており、伝説によると、小次郎がこの滝で「ツバメ返し」の秘剣を編み出したと言われ、その大瀑布は見るものを圧倒します。,35.922558,136.270294,,,,,,
55_3,小次郎と長寿の水の伝説　水間谷,赤谷の瓜割清水,剣豪佐々木小次郎は越前市今立地区の水間谷で生まれたと伝えられています。水間川の支流、岩窟谷（がんくつだに）川沿いを権現山(標高565m)へ登っていく途中にある柳の滝は、大小5つの滝で成り立っており、伝説によると、小次郎がこの滝で「ツバメ返し」の秘剣を編み出したと言われ、その大瀑布は見るものを圧倒します。,35.918751,136.286438,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/553.jpg,,,,
55_4,小次郎と長寿の水の伝説　水間谷,赤谷川にかかる各戸専用の橋,剣豪佐々木小次郎は越前市今立地区の水間谷で生まれたと伝えられています。水間川の支流、岩窟谷（がんくつだに）川沿いを権現山(標高565m)へ登っていく途中にある柳の滝は、大小5つの滝で成り立っており、伝説によると、小次郎がこの滝で「ツバメ返し」の秘剣を編み出したと言われ、その大瀑布は見るものを圧倒します。,35.919765,136.287079,,,,,,
56_1,万葉の恋物語の舞台　味真野,味真野小学校の校庭中央の桜の大木,奈良時代、味真野の地に流された中臣宅守(なかとみのやかもり)と聖武天皇に仕える女官狭野弟上娘子(さののおとがみのおとめ)の間で情熱的な恋の歌が交わされました。味真野苑では万葉集に収められた代表的な15首が歌碑に刻まれています。 味真野小学校の校庭の真ん中には樹齢130年余りの桜の大木があり、見頃になると大勢の花見客が訪れます。,35.889885,136.232758,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/561.jpg,,,,
56_2,万葉の恋物語の舞台　味真野,越前の里　味真野苑,奈良時代、味真野の地に流された中臣宅守(なかとみのやかもり)と聖武天皇に仕える女官狭野弟上娘子(さののおとがみのおとめ)の間で情熱的な恋の歌が交わされました。味真野苑では万葉集に収められた代表的な15首が歌碑に刻まれています。 味真野小学校の校庭の真ん中には樹齢130年余りの桜の大木があり、見頃になると大勢の花見客が訪れます。,35.885548,136.237686,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/562.jpg,,,,
56_3,万葉の恋物語の舞台　味真野,治左川のバイカモの群生,奈良時代、味真野の地に流された中臣宅守(なかとみのやかもり)と聖武天皇に仕える女官狭野弟上娘子(さののおとがみのおとめ)の間で情熱的な恋の歌が交わされました。味真野苑では万葉集に収められた代表的な15首が歌碑に刻まれています。 味真野小学校の校庭の真ん中には樹齢130年余りの桜の大木があり、見頃になると大勢の花見客が訪れます。,35.895271,136.224869,,,,,,
57_1,コウノトリ舞う里山よふたたび　白山・坂口,里山風景（坂口地区 勾当原町),越前市西部に位置する白山・坂口地区は、標高300m前後の里山に囲まれた小盆地で、「にほんの里100選」にも選ばれた昔ながらの農村風景が残っている地域です。　平成22年4月1日に2羽のコウノトリが白山地区に40年ぶりに舞い降り、このうち1羽は越前市に107日間長期滞在して「えっちゃん」の愛称で親しまれました。,35.860397,136.088501,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/571.jpg,,,,
57_2,コウノトリ舞う里山よふたたび　白山・坂口,ため池（白山地区 黒川町）,越前市西部に位置する白山・坂口地区は、標高300m前後の里山に囲まれた小盆地で、「にほんの里100選」にも選ばれた昔ながらの農村風景が残っている地域です。　平成22年4月1日に2羽のコウノトリが白山地区に40年ぶりに舞い降り、このうち1羽は越前市に107日間長期滞在して「えっちゃん」の愛称で親しまれました。,35.893673,136.070648,,,,,,
57_3,コウノトリ舞う里山よふたたび　白山・坂口,白山地区 安養寺町の伝統的民家,越前市西部に位置する白山・坂口地区は、標高300m前後の里山に囲まれた小盆地で、「にほんの里100選」にも選ばれた昔ながらの農村風景が残っている地域です。　平成22年4月1日に2羽のコウノトリが白山地区に40年ぶりに舞い降り、このうち1羽は越前市に107日間長期滞在して「えっちゃん」の愛称で親しまれました。,35.912682,136.083801,,,,,,
57_4,コウノトリ舞う里山よふたたび　白山・坂口,コウノトリを呼び戻す農法部会の作業風景,越前市西部に位置する白山・坂口地区は、標高300m前後の里山に囲まれた小盆地で、「にほんの里100選」にも選ばれた昔ながらの農村風景が残っている地域です。　平成22年4月1日に2羽のコウノトリが白山地区に40年ぶりに舞い降り、このうち1羽は越前市に107日間長期滞在して「えっちゃん」の愛称で親しまれました。,35.886303,136.056122,,,,,,
58_1,馥郁（ふくいく）たる香り　越前水仙,一面に咲く水仙の花,冬の越前海岸を美しく彩るものとして、12月中旬から２月上旬にかけて開花する越前水仙の群生は代表的な景観です。このあたりは、房総半島、淡路島に並ぶ日本水仙の三大群生地の一つで、海岸段丘を利用した山麓畑に栽培されています。,35.990646,135.967484,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/581.jpg,,,,
58_2,馥郁（ふくいく）たる香り　越前水仙,越前海岸の冬の風物詩「波の花」,冬の越前海岸を美しく彩るものとして、12月中旬から２月上旬にかけて開花する越前水仙の群生は代表的な景観です。このあたりは、房総半島、淡路島に並ぶ日本水仙の三大群生地の一つで、海岸段丘を利用した山麓畑に栽培されています。,35.992729,135.964859,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/582.jpg,,,,
58_3,馥郁（ふくいく）たる香り　越前水仙,岩に打ち寄せる冬の荒波,冬の越前海岸を美しく彩るものとして、12月中旬から２月上旬にかけて開花する越前水仙の群生は代表的な景観です。このあたりは、房総半島、淡路島に並ぶ日本水仙の三大群生地の一つで、海岸段丘を利用した山麓畑に栽培されています。,35.991653,135.96405,,,,,,
58_4,馥郁（ふくいく）たる香り　越前水仙,水仙が栽培されている棚田,冬の越前海岸を美しく彩るものとして、12月中旬から２月上旬にかけて開花する越前水仙の群生は代表的な景観です。このあたりは、房総半島、淡路島に並ぶ日本水仙の三大群生地の一つで、海岸段丘を利用した山麓畑に栽培されています。,35.987488,135.96817,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/584.jpg,,,,
58_5,馥郁（ふくいく）たる香り　越前水仙,水仙まつり（荒波フェスタ）,冬の越前海岸を美しく彩るものとして、12月中旬から２月上旬にかけて開花する越前水仙の群生は代表的な景観です。このあたりは、房総半島、淡路島に並ぶ日本水仙の三大群生地の一つで、海岸段丘を利用した山麓畑に栽培されています。,35.827477,136.066605,,,,,,
59_1,釜茹での湯気立つ　越前がにの水揚げ港,越前漁港と漁師町の風景,県内には多くの漁港と漁村集落が存在していますが、その代表的なものとして、越前海岸沿いの越前漁港があります。海と山に挟まれた国道305号沿いには民家や旅館、鮮魚店などがひしめきあうように軒を連ね、漁師町らしい景観が続きます。越前がに漁のシーズンである毎年11月６日から３月20日までの期間は、漁師町はさらに活気づきます。,35.940735,135.991257,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/591.jpg,,,,
59_2,釜茹での湯気立つ　越前がにの水揚げ港,越前がにのセリの光景,県内には多くの漁港と漁村集落が存在していますが、その代表的なものとして、越前海岸沿いの越前漁港があります。海と山に挟まれた国道305号沿いには民家や旅館、鮮魚店などがひしめきあうように軒を連ね、漁師町らしい景観が続きます。越前がに漁のシーズンである毎年11月６日から３月20日までの期間は、漁師町はさらに活気づきます。,35.938614,135.99321,,,,,,
59_3,釜茹での湯気立つ　越前がにの水揚げ港,イカ釣り漁船が放つ漁火,県内には多くの漁港と漁村集落が存在していますが、その代表的なものとして、越前海岸沿いの越前漁港があります。海と山に挟まれた国道305号沿いには民家や旅館、鮮魚店などがひしめきあうように軒を連ね、漁師町らしい景観が続きます。越前がに漁のシーズンである毎年11月６日から３月20日までの期間は、漁師町はさらに活気づきます。,35.922386,135.998306,,,,,,
59_4,釜茹での湯気立つ　越前がにの水揚げ港,三国港に水揚げされた越前がに,県内には多くの漁港と漁村集落が存在していますが、その代表的なものとして、越前海岸沿いの越前漁港があります。海と山に挟まれた国道305号沿いには民家や旅館、鮮魚店などがひしめきあうように軒を連ね、漁師町らしい景観が続きます。越前がに漁のシーズンである毎年11月６日から３月20日までの期間は、漁師町はさらに活気づきます。,36.22023,136.138596,,,,,,
59_5,釜茹での湯気立つ　越前がにの水揚げ港,三国サンセットビーチに沈む夕陽,県内には多くの漁港と漁村集落が存在していますが、その代表的なものとして、越前海岸沿いの越前漁港があります。海と山に挟まれた国道305号沿いには民家や旅館、鮮魚店などがひしめきあうように軒を連ね、漁師町らしい景観が続きます。越前がに漁のシーズンである毎年11月６日から３月20日までの期間は、漁師町はさらに活気づきます。,36.222561,136.134933,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/595.jpg,,,,
60_1,日本海の荒波が造った奇岩・奇勝　越前海岸,呼鳥門,越前海岸は、典型的なリアス（沈降）式海岸の若狭湾とは対照的に、甲楽城（かぶらぎ）断層を境とした隆起海岸です。そのため日本海の激しい波浪を受けて、呼鳥門（こちょうもん）に代表される奇岩や、鳥糞岩（とりくそいわ）のような海蝕崖（かいしょくがい）が自然の力でつくられています。,35.991238,135.963348,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/601.jpg,,,,
60_2,日本海の荒波が造った奇岩・奇勝　越前海岸,鳥糞岩,越前海岸は、典型的なリアス（沈降）式海岸の若狭湾とは対照的に、甲楽城（かぶらぎ）断層を境とした隆起海岸です。そのため日本海の激しい波浪を受けて、呼鳥門（こちょうもん）に代表される奇岩や、鳥糞岩（とりくそいわ）のような海蝕崖（かいしょくがい）が自然の力でつくられています。,35.990231,135.960922,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/602.jpg,,,,
60_3,日本海の荒波が造った奇岩・奇勝　越前海岸,柱状節理が発達した鉾島,越前海岸は、典型的なリアス（沈降）式海岸の若狭湾とは対照的に、甲楽城（かぶらぎ）断層を境とした隆起海岸です。そのため日本海の激しい波浪を受けて、呼鳥門（こちょうもん）に代表される奇岩や、鳥糞岩（とりくそいわ）のような海蝕崖（かいしょくがい）が自然の力でつくられています。,36.104092,136.03772,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/603.jpg,,,,
60_4,日本海の荒波が造った奇岩・奇勝　越前海岸,亀島,越前海岸は、典型的なリアス（沈降）式海岸の若狭湾とは対照的に、甲楽城（かぶらぎ）断層を境とした隆起海岸です。そのため日本海の激しい波浪を受けて、呼鳥門（こちょうもん）に代表される奇岩や、鳥糞岩（とりくそいわ）のような海蝕崖（かいしょくがい）が自然の力でつくられています。,36.122677,136.054276,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/604.jpg,,,,
60_5,日本海の荒波が造った奇岩・奇勝　越前海岸,露天風呂から見る日本海に沈む夕陽,越前海岸は、典型的なリアス（沈降）式海岸の若狭湾とは対照的に、甲楽城（かぶらぎ）断層を境とした隆起海岸です。そのため日本海の激しい波浪を受けて、呼鳥門（こちょうもん）に代表される奇岩や、鳥糞岩（とりくそいわ）のような海蝕崖（かいしょくがい）が自然の力でつくられています。,35.919762,135.997025,,,,,,
60_6,日本海の荒波が造った奇岩・奇勝　越前海岸,島の御恵比須さんと呼ばれている双見ヶ岩,越前海岸は、典型的なリアス（沈降）式海岸の若狭湾とは対照的に、甲楽城（かぶらぎ）断層を境とした隆起海岸です。そのため日本海の激しい波浪を受けて、呼鳥門（こちょうもん）に代表される奇岩や、鳥糞岩（とりくそいわ）のような海蝕崖（かいしょくがい）が自然の力でつくられています。,35.956402,135.979019,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/606.jpg,,,,
61_1,泰澄大師修行の霊峰　越知山,幻想的な越知山大谷寺の万灯会の光景,越知山（おちさん）（標高613m）は、丹生山地西部に位置し、「越の大徳（こしのだいどこ）」と呼ばれた泰澄大師が開山し、青年の頃まで修行した場所と伝えられています。山頂には、越知神社をはじめ、奥の院や社務所、別山などが配され、神仏習合の山岳霊場として栄えました。,36.00523,136.090271,,,,,,
61_2,泰澄大師修行の霊峰　越知山,越知山大谷寺奥之院から望む白山,越知山（おちさん）（標高613m）は、丹生山地西部に位置し、「越の大徳（こしのだいどこ）」と呼ばれた泰澄大師が開山し、青年の頃まで修行した場所と伝えられています。山頂には、越知神社をはじめ、奥の院や社務所、別山などが配され、神仏習合の山岳霊場として栄えました。,36.009533,136.087997,,,,,,
61_3,泰澄大師修行の霊峰　越知山,越知山大谷寺奥之院に向かう石段,越知山（おちさん）（標高613m）は、丹生山地西部に位置し、「越の大徳（こしのだいどこ）」と呼ばれた泰澄大師が開山し、青年の頃まで修行した場所と伝えられています。山頂には、越知神社をはじめ、奥の院や社務所、別山などが配され、神仏習合の山岳霊場として栄えました。,36.008736,136.087341,,,,,,
61_4,泰澄大師修行の霊峰　越知山,殿池,越知山（おちさん）（標高613m）は、丹生山地西部に位置し、「越の大徳（こしのだいどこ）」と呼ばれた泰澄大師が開山し、青年の頃まで修行した場所と伝えられています。山頂には、越知神社をはじめ、奥の院や社務所、別山などが配され、神仏習合の山岳霊場として栄えました。,35.997601,136.031219,,,,,,
61_5,泰澄大師修行の霊峰　越知山,越知山山頂にある越知神社,越知山（おちさん）（標高613m）は、丹生山地西部に位置し、「越の大徳（こしのだいどこ）」と呼ばれた泰澄大師が開山し、青年の頃まで修行した場所と伝えられています。山頂には、越知神社をはじめ、奥の院や社務所、別山などが配され、神仏習合の山岳霊場として栄えました。,35.997471,136.032104,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/615.jpg,,,,
62_1,太鼓響く鎮守の森　信長公ゆかりの剱神社,O・TA・I・KO座　明神,"劔（つるぎ）神社は、約1,800年の歴史を持ち、敦賀市の気比（けひ）神宮に次ぐ越前二の宮として知られ、現在も幅広い信仰を集めています。同神社に毎年奉納される「明神ばやし」や各集落に伝承される「だいすり太鼓」など、この地は古くから太鼓文化が盛んで、毎年８月中旬、全国から太鼓奏者が一堂に会する太鼓フェスティバル「O・TA・I・KO響」がオタイコヒルズで開催され、ダイナミックなバチ捌きの競演が繰り広げられます。",35.949036,136.057861,,,,,,
62_2,太鼓響く鎮守の森　信長公ゆかりの剱神社,劔神社の鎮守の森,"劔（つるぎ）神社は、約1,800年の歴史を持ち、敦賀市の気比（けひ）神宮に次ぐ越前二の宮として知られ、現在も幅広い信仰を集めています。同神社に毎年奉納される「明神ばやし」や各集落に伝承される「だいすり太鼓」など、この地は古くから太鼓文化が盛んで、毎年８月中旬、全国から太鼓奏者が一堂に会する太鼓フェスティバル「O・TA・I・KO響」がオタイコヒルズで開催され、ダイナミックなバチ捌きの競演が繰り広げられます。",35.956802,136.061356,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/622.jpg,,,,
62_3,太鼓響く鎮守の森　信長公ゆかりの剱神社,越前二の宮　劔神社,"劔（つるぎ）神社は、約1,800年の歴史を持ち、敦賀市の気比（けひ）神宮に次ぐ越前二の宮として知られ、現在も幅広い信仰を集めています。同神社に毎年奉納される「明神ばやし」や各集落に伝承される「だいすり太鼓」など、この地は古くから太鼓文化が盛んで、毎年８月中旬、全国から太鼓奏者が一堂に会する太鼓フェスティバル「O・TA・I・KO響」がオタイコヒルズで開催され、ダイナミックなバチ捌きの競演が繰り広げられます。",35.957634,136.055374,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/623.jpg,,,,
62_4,太鼓響く鎮守の森　信長公ゆかりの剱神社,劔神社門前町の町並み,"劔（つるぎ）神社は、約1,800年の歴史を持ち、敦賀市の気比（けひ）神宮に次ぐ越前二の宮として知られ、現在も幅広い信仰を集めています。同神社に毎年奉納される「明神ばやし」や各集落に伝承される「だいすり太鼓」など、この地は古くから太鼓文化が盛んで、毎年８月中旬、全国から太鼓奏者が一堂に会する太鼓フェスティバル「O・TA・I・KO響」がオタイコヒルズで開催され、ダイナミックなバチ捌きの競演が繰り広げられます。",35.957706,136.055862,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/624.jpg,,,,
62_5,太鼓響く鎮守の森　信長公ゆかりの剱神社,明神ばやし,"劔（つるぎ）神社は、約1,800年の歴史を持ち、敦賀市の気比（けひ）神宮に次ぐ越前二の宮として知られ、現在も幅広い信仰を集めています。同神社に毎年奉納される「明神ばやし」や各集落に伝承される「だいすり太鼓」など、この地は古くから太鼓文化が盛んで、毎年８月中旬、全国から太鼓奏者が一堂に会する太鼓フェスティバル「O・TA・I・KO響」がオタイコヒルズで開催され、ダイナミックなバチ捌きの競演が繰り広げられます。",35.957272,136.05542,,,,,,
63_1,日本六古窯　越前焼のふるさと,越前窯（薪窯）での作業風景,越前焼は、平安時代末期に生まれ、瀬戸・常滑・信楽・丹波・備前と並び日本六古窯（ろくこよう）の一つに数えられています。長い歴史の中では衰退の危機もありましたが、昭和46年、最初に窯が築かれたといわれる、越前町小曽原（おぞわら）に越前陶芸村が建設され、これを契機に多くの窯元が集まり再び伝統の息吹がよみがえり、今日に至っています。,35.933826,136.060776,,,,,,
63_2,日本六古窯　越前焼のふるさと,越前陶芸村,越前焼は、平安時代末期に生まれ、瀬戸・常滑・信楽・丹波・備前と並び日本六古窯（ろくこよう）の一つに数えられています。長い歴史の中では衰退の危機もありましたが、昭和46年、最初に窯が築かれたといわれる、越前町小曽原（おぞわら）に越前陶芸村が建設され、これを契機に多くの窯元が集まり再び伝統の息吹がよみがえり、今日に至っています。,35.933472,136.059509,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/632.jpg,,,,
63_3,日本六古窯　越前焼のふるさと,福井県陶芸館,越前焼は、平安時代末期に生まれ、瀬戸・常滑・信楽・丹波・備前と並び日本六古窯（ろくこよう）の一つに数えられています。長い歴史の中では衰退の危機もありましたが、昭和46年、最初に窯が築かれたといわれる、越前町小曽原（おぞわら）に越前陶芸村が建設され、これを契機に多くの窯元が集まり再び伝統の息吹がよみがえり、今日に至っています。,35.934704,136.058578,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/633.jpg,,,,
63_4,日本六古窯　越前焼のふるさと,越前陶芸まつり,越前焼は、平安時代末期に生まれ、瀬戸・常滑・信楽・丹波・備前と並び日本六古窯（ろくこよう）の一つに数えられています。長い歴史の中では衰退の危機もありましたが、昭和46年、最初に窯が築かれたといわれる、越前町小曽原（おぞわら）に越前陶芸村が建設され、これを契機に多くの窯元が集まり再び伝統の息吹がよみがえり、今日に至っています。,35.934635,136.059601,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/634.jpg,,,,
64_1,農村の伝統美　漆喰の白壁民家群,越前町江波の白壁民家群,県内には、地域の文化とともに洗練されてきた特有の形態・意匠をもった伝統的民家が存在し、地域性・独自性に富んだ美しい集落景観を形成しています。特に、福井市の南部から丹南地域にかけては、漆喰（しっくい）の白壁が美しいどっしりとした農家の風景が至るところに広がっています。,136.075409,35.940853,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/641.jpg,,,,
64_2,農村の伝統美　漆喰の白壁民家群,雪の中の白壁民家と土蔵,県内には、地域の文化とともに洗練されてきた特有の形態・意匠をもった伝統的民家が存在し、地域性・独自性に富んだ美しい集落景観を形成しています。特に、福井市の南部から丹南地域にかけては、漆喰（しっくい）の白壁が美しいどっしりとした農家の風景が至るところに広がっています。,35.943722,136.076538,,,,,,
64_3,農村の伝統美　漆喰の白壁民家群,岩本観音,県内には、地域の文化とともに洗練されてきた特有の形態・意匠をもった伝統的民家が存在し、地域性・独自性に富んだ美しい集落景観を形成しています。特に、福井市の南部から丹南地域にかけては、漆喰（しっくい）の白壁が美しいどっしりとした農家の風景が至るところに広がっています。,35.944103,136.069794,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/643.jpg,,,,
64_4,農村の伝統美　漆喰の白壁民家群,土蔵と一体となった白壁の民家,県内には、地域の文化とともに洗練されてきた特有の形態・意匠をもった伝統的民家が存在し、地域性・独自性に富んだ美しい集落景観を形成しています。特に、福井市の南部から丹南地域にかけては、漆喰（しっくい）の白壁が美しいどっしりとした農家の風景が至るところに広がっています。,35.960796,136.123413,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/644.jpg,,,,
64_5,農村の伝統美　漆喰の白壁民家群,七郷用水沿いに建ち並ぶ白壁民家,県内には、地域の文化とともに洗練されてきた特有の形態・意匠をもった伝統的民家が存在し、地域性・独自性に富んだ美しい集落景観を形成しています。特に、福井市の南部から丹南地域にかけては、漆喰（しっくい）の白壁が美しいどっしりとした農家の風景が至るところに広がっています。,35.994293,136.143997,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/645.jpg,,,,
64_6,農村の伝統美　漆喰の白壁民家群,二ヶ用水を利用した水車,県内には、地域の文化とともに洗練されてきた特有の形態・意匠をもった伝統的民家が存在し、地域性・独自性に富んだ美しい集落景観を形成しています。特に、福井市の南部から丹南地域にかけては、漆喰（しっくい）の白壁が美しいどっしりとした農家の風景が至るところに広がっています。,35.977669,136.137482,,,,,,
65_1,生産量日本一　南条花ハスの里,蓮田一面に開花したハスの花と収穫の風景,南越前町南条地区は日本を代表する花ハスの生産地で、生産量は日本一を誇っています。毎年７月中旬から８月中旬にかけて、南条地区のあちらこちらで花ハスの色鮮やかな花びらが開きます。見るものの心に不思議な安らぎを与えるその優美な姿は、背景の山々とあいまって、優しい光景を創り出します。,35.822266,136.21077,,,,,,
65_2,生産量日本一　南条花ハスの里,蘇った「大賀蓮」,南越前町南条地区は日本を代表する花ハスの生産地で、生産量は日本一を誇っています。毎年７月中旬から８月中旬にかけて、南条地区のあちらこちらで花ハスの色鮮やかな花びらが開きます。見るものの心に不思議な安らぎを与えるその優美な姿は、背景の山々とあいまって、優しい光景を創り出します。,35.808556,136.228104,,,,,,
65_3,生産量日本一　南条花ハスの里,はすまつり,南越前町南条地区は日本を代表する花ハスの生産地で、生産量は日本一を誇っています。毎年７月中旬から８月中旬にかけて、南条地区のあちらこちらで花ハスの色鮮やかな花びらが開きます。見るものの心に不思議な安らぎを与えるその優美な姿は、背景の山々とあいまって、優しい光景を創り出します。,35.807896,136.228455,,,,,,
65_4,生産量日本一　南条花ハスの里,花はす公園,南越前町南条地区は日本を代表する花ハスの生産地で、生産量は日本一を誇っています。毎年７月中旬から８月中旬にかけて、南条地区のあちらこちらで花ハスの色鮮やかな花びらが開きます。見るものの心に不思議な安らぎを与えるその優美な姿は、背景の山々とあいまって、優しい光景を創り出します。,35.80859,136.228745,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/654.jpg,,,,
66_1,軍事・交通の要衝 北国街道宿場町 今庄,京藤甚五郎家と羽根曽踊り,今庄宿は木ノ芽峠を越える西近江路と栃ノ木峠を越える東近江路がここに集まり重要な宿場町として発展しました。現在もなお昔ながらの造り酒屋や民家など、往時の面影を色濃く残しています。毎年９月に行われる羽根曽（はねそ）踊りは、宿場町が栄えるにつれて盆踊りとなり街道を通る旅人の心をなぐさめたといわれています。,35.773361,136.196503,,,,,,
66_2,軍事・交通の要衝 北国街道宿場町 今庄,北国街道と北陸街道の分岐点　文政の道標,今庄宿は木ノ芽峠を越える西近江路と栃ノ木峠を越える東近江路がここに集まり重要な宿場町として発展しました。現在もなお昔ながらの造り酒屋や民家など、往時の面影を色濃く残しています。毎年９月に行われる羽根曽（はねそ）踊りは、宿場町が栄えるにつれて盆踊りとなり街道を通る旅人の心をなぐさめたといわれています。,35.767521,136.200729,,,,,,
66_3,軍事・交通の要衝 北国街道宿場町 今庄,今庄365スキー場から見る日本海,今庄宿は木ノ芽峠を越える西近江路と栃ノ木峠を越える東近江路がここに集まり重要な宿場町として発展しました。現在もなお昔ながらの造り酒屋や民家など、往時の面影を色濃く残しています。毎年９月に行われる羽根曽（はねそ）踊りは、宿場町が栄えるにつれて盆踊りとなり街道を通る旅人の心をなぐさめたといわれています。,35.723103,136.134338,,,,,,
66_4,軍事・交通の要衝 北国街道宿場町 今庄,板取宿,今庄宿は木ノ芽峠を越える西近江路と栃ノ木峠を越える東近江路がここに集まり重要な宿場町として発展しました。現在もなお昔ながらの造り酒屋や民家など、往時の面影を色濃く残しています。毎年９月に行われる羽根曽（はねそ）踊りは、宿場町が栄えるにつれて盆踊りとなり街道を通る旅人の心をなぐさめたといわれています。,35.727596,136.154205,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/664.jpg,,,,
66_5,軍事・交通の要衝 北国街道宿場町 今庄,木ノ芽峠,今庄宿は木ノ芽峠を越える西近江路と栃ノ木峠を越える東近江路がここに集まり重要な宿場町として発展しました。現在もなお昔ながらの造り酒屋や民家など、往時の面影を色濃く残しています。毎年９月に行われる羽根曽（はねそ）踊りは、宿場町が栄えるにつれて盆踊りとなり街道を通る旅人の心をなぐさめたといわれています。,35.713417,136.145584,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/665.jpg,,,,
66_6,軍事・交通の要衝 北国街道宿場町 今庄,湯尾峠にある芭蕉の句碑,今庄宿は木ノ芽峠を越える西近江路と栃ノ木峠を越える東近江路がここに集まり重要な宿場町として発展しました。現在もなお昔ながらの造り酒屋や民家など、往時の面影を色濃く残しています。毎年９月に行われる羽根曽（はねそ）踊りは、宿場町が栄えるにつれて盆踊りとなり街道を通る旅人の心をなぐさめたといわれています。,35.788574,136.197937,,,,,,
67_1,竜神伝説　夜叉ヶ池,夜叉ヶ池山から見る夜叉ヶ池,"夜叉ヶ池（やしゃがいけ）は、福井県と岐阜県の境、三国ヶ岳の北側、周囲は原生林におおわれた標高1,090mの山頂付近にある周囲約230m、最深7.8mの池です。古来より竜神伝説や雨乞いの池として名高く、毎年６月初旬に山開きの神事が行われ、四季折々に姿を変える夜叉ヶ池は、とても神秘的で多くの人々が訪れます。",35.667618,136.289185,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/671.jpg,,,,
67_2,竜神伝説　夜叉ヶ池,ニッコウキスゲが咲く夜叉ヶ池,"夜叉ヶ池（やしゃがいけ）は、福井県と岐阜県の境、三国ヶ岳の北側、周囲は原生林におおわれた標高1,090mの山頂付近にある周囲約230m、最深7.8mの池です。古来より竜神伝説や雨乞いの池として名高く、毎年６月初旬に山開きの神事が行われ、四季折々に姿を変える夜叉ヶ池は、とても神秘的で多くの人々が訪れます。",35.672447,136.289993,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/672.jpg,,,,
